GeneID,NumberOfLiterature,PubMedIDs,GeneSymbol,Alias,Xref,Chromosome,Cytoband,FullName,GeneType,Description
5076,1,"22552444,",PAX2,FSGS7|PAPRS,MIM:167409|HGNC:HGNC:8616|Ensembl:ENSG00000075891|Vega:OTTHUMG00000018913,10,10q24.31,paired box 2,protein-coding,paired box protein Pax-2|paired box homeotic gene 2
23039,1,"25694352,",XPO7,EXP7|RANBP16,MIM:606140|HGNC:HGNC:14108|Ensembl:ENSG00000130227|Vega:OTTHUMG00000163789,8,8p21.3,exportin 7,protein-coding,exportin-7|RAN binding protein 16
6304,1,"22864778,",SATB1,-,MIM:602075|HGNC:HGNC:10541|Ensembl:ENSG00000182568|Vega:OTTHUMG00000129890,3,3p24.3,SATB homeobox 1,protein-coding,DNA-binding protein SATB1|special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNA)
123920,1,"25931111,",CMTM3,BNAS2|CKLFSF3,MIM:607886|HGNC:HGNC:19174|Ensembl:ENSG00000140931|Vega:OTTHUMG00000137503,16,16q22.1,CKLF like MARVEL transmembrane domain containing 3,protein-coding,CKLF-like MARVEL transmembrane domain-containing protein 3|chemokine-like factor superfamily member 3
23495,1,"19207947,",TNFRSF13B,CD267|CVID|CVID2|IGAD2|RYZN|TACI|TNFRSF14B,MIM:604907|HGNC:HGNC:18153|Ensembl:ENSG00000240505|Vega:OTTHUMG00000059262,17,17p11.2,TNF receptor superfamily member 13B,protein-coding,tumor necrosis factor receptor superfamily member 13B|transmembrane activator and CAML interactor|tumor necrosis factor receptor 13B
84236,1,"23883433,",RHBDD1,RHBDL4|RRP4,MIM:617515|HGNC:HGNC:23081|Ensembl:ENSG00000144468|Vega:OTTHUMG00000133178,2,2q36.3,rhomboid domain containing 1,protein-coding,rhomboid-related protein 4|rhomboid domain-containing protein 1|rhomboid-like protein 4
885,1,"18423848,",CCK,-,MIM:118440|HGNC:HGNC:1569|Ensembl:ENSG00000187094|Vega:OTTHUMG00000131796,3,3p22.1,cholecystokinin,protein-coding,cholecystokinin|cholecystokinin triacontatriapeptide|prepro-cholecystokinin
5010,1,"20546350,",CLDN11,OSP|OTM,MIM:601326|HGNC:HGNC:8514|Ensembl:ENSG00000013297|Vega:OTTHUMG00000158940,3,3q26.2,claudin 11,protein-coding,claudin-11|oligodendrocyte transmembrane protein|oligodendrocyte-specific protein
64839,1,"27234298,",FBXL17,FBXO13|Fbl17|Fbx13,MIM:609083|HGNC:HGNC:13615|Ensembl:ENSG00000145743,5,5q21.3,F-box and leucine rich repeat protein 17,protein-coding,F-box/LRR-repeat protein 17|F-box only protein 13
5133,10,"24926091,29143824,28388955,28681455,24162385,20087161,18594468,21989349,29396294,28535114,",PDCD1,CD279|PD-1|PD1|SLEB2|hPD-1|hPD-l|hSLE1,MIM:600244|HGNC:HGNC:8760|Ensembl:ENSG00000188389|Vega:OTTHUMG00000151342,2,2q37.3,programmed cell death 1,protein-coding,programmed cell death protein 1|programmed cell death 1 protein|protein PD-1|systemic lupus erythematosus susceptibility 2
80380,3,"25025450,29122656,24497532,",PDCD1LG2,B7DC|Btdc|CD273|PD-L2|PDCD1L2|PDL2|bA574F11.2,MIM:605723|HGNC:HGNC:18731|Ensembl:ENSG00000197646|Vega:OTTHUMG00000019504,9,9p24.1,programmed cell death 1 ligand 2,protein-coding,programmed cell death 1 ligand 2|B7 dendritic cell molecule|B7-DC|PD-1-ligand 2|PDCD1 ligand 2|butyrophilin B7-DC|programmed death ligand 2
760,1,"20398423,",CA2,CA-II|CAC|CAII|Car2|HEL-76|HEL-S-282,MIM:611492|HGNC:HGNC:1373|Ensembl:ENSG00000104267|Vega:OTTHUMG00000164944,8,8q21.2,carbonic anhydrase 2,protein-coding,carbonic anhydrase 2|carbonate dehydratase II|carbonic anhydrase B|carbonic anhydrase C|carbonic anhydrase II|carbonic dehydratase|epididymis luminal protein 76|epididymis secretory protein Li 282
3783,1,"23345219,",KCNN4,DHS2|IK|IK1|IKCA1|KCA4|KCa3.1|SK4|hIKCa1|hKCa4|hSK4,MIM:602754|HGNC:HGNC:6293|Ensembl:ENSG00000104783|Vega:OTTHUMG00000182779,19,19q13.31,potassium calcium-activated channel subfamily N member 4,protein-coding,"intermediate conductance calcium-activated potassium channel protein 4|SKCa 4|SKCa4|potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 4|potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4|putative Gardos channel|putative erythrocyte intermediate conductance calcium-activated potassium Gardos channel|small conductance calcium-activated potassium channel 4"
268,1,"21168856,",AMH,MIF|MIS,MIM:600957|HGNC:HGNC:464|Ensembl:ENSG00000104899|Vega:OTTHUMG00000180415,19,19p13.3,anti-Mullerian hormone,protein-coding,muellerian-inhibiting factor|Mullerian inhibiting factor|Mullerian inhibiting substance|anti-Muellerian hormone|muellerian-inhibiting substance
8815,1,"19567673,",BANF1,BAF|BCRP1|D14S1460|NGPS,MIM:603811|HGNC:HGNC:17397|Ensembl:ENSG00000175334|Vega:OTTHUMG00000166749,11,11q13.1,barrier to autointegration factor 1,protein-coding,barrier-to-autointegration factor|breakpoint cluster region protein 1
29108,1,"24469054,",PYCARD,ASC|CARD5|TMS|TMS-1|TMS1,MIM:606838|HGNC:HGNC:16608|Ensembl:ENSG00000103490|Vega:OTTHUMG00000176753,16,16p11.2,PYD and CARD domain containing,protein-coding,apoptosis-associated speck-like protein containing a CARD|caspase recruitment domain-containing protein 5|target of methylation-induced silencing 1
2872,1,"25193863,",MKNK2,GPRK7|MNK2,MIM:605069|HGNC:HGNC:7111|Ensembl:ENSG00000099875|Vega:OTTHUMG00000180020,19,19p13.3,MAP kinase interacting serine/threonine kinase 2,protein-coding,MAP kinase-interacting serine/threonine-protein kinase 2|G protein-coupled receptor kinase 7|MAP kinase signal-integrating kinase 2|MAPK signal-integrating kinase 2
596,33,"15716988,16949642,26621338,18426731,26565895,18327814,25284491,22804688,18940474,21560251,26482649,25103070,20032416,22194861,17652637,26658664,29902576,19597184,18538438,24679006,27543313,16761743,25016705,11877266,24048795,26717387,24496723,18568776,22309998,12217802,17852408,22002575,21640157,",BCL2,Bcl-2|PPP1R50,MIM:151430|HGNC:HGNC:990|Ensembl:ENSG00000171791|Vega:OTTHUMG00000132791,18,18q21.33,"BCL2, apoptosis regulator",protein-coding,"apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50"
3702,2,"19535334,20439541,",ITK,EMT|LPFS1|LYK|PSCTK2,MIM:186973|HGNC:HGNC:6171|Ensembl:ENSG00000113263|Vega:OTTHUMG00000130245,5,5q33.3,IL2 inducible T-cell kinase,protein-coding,tyrosine-protein kinase ITK/TSK|IL-2-inducible T-cell kinase|T-cell-specific kinase|homolog of mouse T-cell itk/tsk|interleukin-2-inducible T-cell kinase|kinase EMT|tyrosine-protein kinase LYK
6515,1,"23995067,",SLC2A3,GLUT3,MIM:138170|HGNC:HGNC:11007|Ensembl:ENSG00000059804|Vega:OTTHUMG00000133685,12,12p13.31,solute carrier family 2 member 3,protein-coding,"solute carrier family 2, facilitated glucose transporter member 3|GLUT-3|glucose transporter type 3, brain|solute carrier family 2 (facilitated glucose transporter), member 3"
6755,3,"19401364,19318729,24182563,",SSTR5,SS-5-R,MIM:182455|HGNC:HGNC:11334|Ensembl:ENSG00000162009|Vega:OTTHUMG00000047842,16,16p13.3,somatostatin receptor 5,protein-coding,somatostatin receptor type 5|somatostatin receptor subtype 5
5141,3,"27267386,19642024,19047098,",PDE4A,DPDE2|PDE4|PDE46,MIM:600126|HGNC:HGNC:8780|Ensembl:ENSG00000065989|Vega:OTTHUMG00000180411,19,19p13.2,phosphodiesterase 4A,protein-coding,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A|phosphodiesterase 4A, cAMP-specific (dunce|phosphodiesterase E2 dunce homolog, Drosophila|phosphodiesterase isozyme 4"
6237,1,"25192052,",RRAS,-,MIM:165090|HGNC:HGNC:10447|Ensembl:ENSG00000126458|Vega:OTTHUMG00000183247,19,19q13.33,related RAS viral (r-ras) oncogene homolog,protein-coding,ras-related protein R-Ras|oncogene RRAS|p23|ras family small GTP binding protein R-Ras
23152,5,"26545048,22869205,22588899,15981098,21817013,",CIC,-,MIM:612082|HGNC:HGNC:14214|Ensembl:ENSG00000079432|Vega:OTTHUMG00000182794,19,19q13.2,capicua transcriptional repressor,protein-coding,protein capicua homolog
6916,1,"15067173,",TBXAS1,BDPLT14|CYP5|CYP5A1|GHOSAL|THAS|TS|TXAS|TXS,MIM:274180|HGNC:HGNC:11609|Ensembl:ENSG00000059377|Vega:OTTHUMG00000157302,7,7q34,thromboxane A synthase 1,protein-coding,"thromboxane-A synthase|TXA synthase|cytochrome P450 5A1|cytochrome P450, family 5, subfamily A, polypeptide 1|platelet, cytochrome P450, subfamily V|thromboxane A synthase 1 (platelet)"
56616,1,"16949641,",DIABLO,DFNA64|SMAC,MIM:605219|HGNC:HGNC:21528|Ensembl:ENSG00000184047|Vega:OTTHUMG00000157014,12,12q24.31,diablo IAP-binding mitochondrial protein,protein-coding,"diablo homolog, mitochondrial|diablo-like protein|direct IAP-binding protein with low pI|second mitochondria-derived activator of caspase"
10362,1,"17961134,",HMG20B,BRAF25|BRAF35|HMGX2|HMGXB2|PP7706|SMARCE1r|SOXL|pp8857,MIM:605535|HGNC:HGNC:5002|Ensembl:ENSG00000064961|Vega:OTTHUMG00000150437,19,19p13.3,high mobility group 20B,protein-coding,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related|BRCA2-associated factor 35|HMG box domain containing 2|HMG box-containing protein 20B|HMG domain-containing protein 2|HMG domain-containing protein HMGX2|SMARCE1-related protein|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E, member 1-related|Sox-like transcriptional factor|structural DNA-binding protein BRAF35"
639,5,"27924626,21411757,28468592,22580854,16424392,",PRDM1,BLIMP1|PRDI-BF1,MIM:603423|HGNC:HGNC:9346|Ensembl:ENSG00000057657|Vega:OTTHUMG00000015299,6,6q21,PR/SET domain 1,protein-coding,"PR domain zinc finger protein 1|B-lymphocyte-induced maturation protein 1|BLIMP-1|PR domain 1|PR domain containing 1, with ZNF domain|PRDI-binding factor-1|beta-interferon gene positive-regulatory domain I binding factor"
7486,1,"18670736,",WRN,RECQ3|RECQL2|RECQL3,MIM:604611|HGNC:HGNC:12791|Ensembl:ENSG00000165392|Vega:OTTHUMG00000163894,8,8p12,Werner syndrome RecQ like helicase,protein-coding,"Werner syndrome ATP-dependent helicase|DNA helicase, RecQ-like type 3|Werner syndrome, RecQ helicase-like|exonuclease WRN|recQ protein-like 2"
989,1,"23383034,",SEPTIN7,CDC10|CDC3|NBLA02942|SEPT7A,MIM:603151|HGNC:HGNC:1717|Ensembl:ENSG00000122545|Vega:OTTHUMG00000155063,7,7p14.2,septin 7,protein-coding,"septin-7|CDC10 (cell division cycle 10, S. cerevisiae, homolog)|CDC10 protein homolog|septin 7 variant 4"
4804,8,"17971243,23371454,17696644,29930101,19066726,16826429,20549701,24519935,",NGFR,CD271|Gp80-LNGFR|TNFRSF16|p75(NTR)|p75NTR,MIM:162010|HGNC:HGNC:7809|Ensembl:ENSG00000064300|Vega:OTTHUMG00000161495,17,17q21.33,nerve growth factor receptor,protein-coding,"tumor necrosis factor receptor superfamily member 16|NGF receptor|TNFR superfamily, member 16|low affinity neurotrophin receptor p75NTR|low-affinity nerve growth factor receptor|p75 ICD"
9636,1,"20035788,",ISG15,G1P2|IFI15|IMD38|IP17|UCRP|hUCRP,MIM:147571|HGNC:HGNC:4053|Ensembl:ENSG00000187608|Vega:OTTHUMG00000040777,1,1p36.33,ISG15 ubiquitin-like modifier,protein-coding,"ubiquitin-like protein ISG15|interferon, alpha-inducible protein (clone IFI-15K)|interferon-induced 17-kDa/15-kDa protein|interferon-stimulated protein, 15 kDa|ubiquitin cross-reactive protein"
1956,40,"18949739,25939761,22984561,24986561,19922469,23857604,20305620,22472960,24170555,25618114,19657395,22623992,19391220,18359760,21245103,21455841,16609018,21839716,15269346,25996283,26686534,23617883,17390041,22264301,20962551,20497343,25808866,17328268,19903856,17285230,21960689,17907599,17236582,17616668,23877363,21059755,26808114,18240930,18829483,21590492,",EGFR,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,MIM:131550|HGNC:HGNC:3236|Ensembl:ENSG00000146648|Vega:OTTHUMG00000023661,7,7p11.2,epidermal growth factor receptor,protein-coding,epidermal growth factor receptor|avian erythroblastic leukemia viral (v-erb-b) oncogene homolog|cell growth inhibiting protein 40|cell proliferation-inducing protein 61|epidermal growth factor receptor tyrosine kinase domain|erb-b2 receptor tyrosine kinase 1|proto-oncogene c-ErbB-1|receptor tyrosine-protein kinase erbB-1
238,20,"28338501,22726922,17922009,21233844,12213716,29327716,26379151,27974674,23716548,27179218,12555065,17690253,18451166,19305144,21471522,29150811,30523493,22810114,19717436,24894770,",ALK,CD246|NBLST3,MIM:105590|HGNC:HGNC:427|Ensembl:ENSG00000171094|Vega:OTTHUMG00000152034,2,2p23.2-p23.1,ALK receptor tyrosine kinase,protein-coding,ALK tyrosine kinase receptor|CD246 antigen|anaplastic lymphoma receptor tyrosine kinase|mutant anaplastic lymphoma kinase
2778,1,"25150496,",GNAS,AHO|C20orf45|GNAS1|GPSA|GSA|GSP|NESP|POH|SCG6|SgVI,MIM:139320|HGNC:HGNC:4392|Ensembl:ENSG00000087460|Vega:OTTHUMG00000033069,20,20q13.32,GNAS complex locus,protein-coding,"protein ALEX|protein GNAS|protein SCG6 (secretogranin VI)|G protein subunit alpha S|adenylate cyclase-stimulating G alpha protein|alternative gene product encoded by XL-exon|extra large alphas protein|guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1|guanine nucleotide regulatory protein|guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas|neuroendocrine secretory protein|secretogranin VI"
7248,2,"15624760,15072102,",TSC1,LAM|TSC,MIM:605284|HGNC:HGNC:12362|Ensembl:ENSG00000165699|Vega:OTTHUMG00000020844,9,9q34.13,TSC complex subunit 1,protein-coding,hamartin|tuberous sclerosis 1 protein|tumor suppressor
54361,1,"24200887,",WNT4,SERKAL|WNT-4,MIM:603490|HGNC:HGNC:12783|Ensembl:ENSG00000162552|Vega:OTTHUMG00000002894,1,1p36.12,Wnt family member 4,protein-coding,"protein Wnt-4|wingless-type MMTV integration site family, member 4"
3604,3,"22901750,24746207,24606203,",TNFRSF9,4-1BB|CD137|CDw137|ILA,MIM:602250|HGNC:HGNC:11924|Ensembl:ENSG00000049249|Vega:OTTHUMG00000001223,1,1p36.23,TNF receptor superfamily member 9,protein-coding,"tumor necrosis factor receptor superfamily member 9|4-1BB ligand receptor|CD137 antigen|T cell antigen ILA|T-cell antigen 4-1BB homolog|homolog of mouse 4-1BB|induced by lymphocyte activation (ILA)|interleukin-activated receptor, homolog of mouse Ly63|receptor protein 4-1BB"
4792,1,"27052952,",NFKBIA,IKBA|MAD-3|NFKBI,MIM:164008|HGNC:HGNC:7797|Ensembl:ENSG00000100906|Vega:OTTHUMG00000140220,14,14q13.2,NFKB inhibitor alpha,protein-coding,"NF-kappa-B inhibitor alpha|I-kappa-B-alpha|IkappaBalpha|ikB-alpha|major histocompatibility complex enhancer-binding protein MAD3|nuclear factor of kappa light chain gene enhancer in B-cells|nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha"
9271,1,"21138738,",PIWIL1,CT80.1|HIWI|MIWI|PIWI,MIM:605571|HGNC:HGNC:9007|Ensembl:ENSG00000125207|Vega:OTTHUMG00000168382,12,12q24.33,piwi like RNA-mediated gene silencing 1,protein-coding,piwi-like protein 1|piwi homolog
3099,1,"21726646,",HK2,HKII|HXK2,MIM:601125|HGNC:HGNC:4923|Ensembl:ENSG00000159399|Vega:OTTHUMG00000129972,2,2p12,hexokinase 2,protein-coding,"hexokinase-2|HK II|hexokinase type II|hexokinase-2, muscle|muscle form hexokinase"
6751,2,"19318729,23455179,",SSTR1,SRIF-2|SS-1-R|SS1-R|SS1R,MIM:182451|HGNC:HGNC:11330|Ensembl:ENSG00000139874|Vega:OTTHUMG00000140249,14,14q21.1,somatostatin receptor 1,protein-coding,somatostatin receptor type 1
7305,1,"27556418,",TYROBP,DAP12|KARAP|PLOSL,MIM:604142|HGNC:HGNC:12449|Ensembl:ENSG00000011600|Vega:OTTHUMG00000181739,19,19q13.12,TYRO protein tyrosine kinase binding protein,protein-coding,TYRO protein tyrosine kinase-binding protein|DNAX-activation protein 12|KAR-associated protein|killer-activating receptor-associated protein
200845,1,"21472142,",KCTD6,KCASH3,HGNC:HGNC:22235|Ensembl:ENSG00000168301|Vega:OTTHUMG00000159161,3,3p14.3,potassium channel tetramerization domain containing 6,protein-coding,BTB/POZ domain-containing protein KCTD6|potassium channel tetramerisation domain containing 6
4843,2,"20034558,22438824,",NOS2,HEP-NOS|INOS|NOS|NOS2A,MIM:163730|HGNC:HGNC:7873|Ensembl:ENSG00000007171|Vega:OTTHUMG00000132445,17,17q11.2,nitric oxide synthase 2,protein-coding,"nitric oxide synthase, inducible|NOS, type II|hepatocyte NOS|inducible NO synthase|inducible NOS|nitric oxide synthase 2, inducible|nitric oxide synthase 2A (inducible, hepatocytes)|nitric oxide synthase, macrophage|peptidyl-cysteine S-nitrosylase NOS2"
643,1,"30087107,",CXCR5,BLR1|CD185|MDR15,MIM:601613|HGNC:HGNC:1060|Ensembl:ENSG00000160683|Vega:OTTHUMG00000166345,11,11q23.3,C-X-C motif chemokine receptor 5,protein-coding,"C-X-C chemokine receptor type 5|Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)|Burkitt lymphoma receptor 1, GTP-binding protein|CXC-R5|CXCR-5|MDR-15|chemokine (C-X-C motif) receptor 5|monocyte-derived receptor 15"
5817,2,"29878245,15279713,",PVR,CD155|HVED|NECL5|Necl-5|PVS|TAGE4,MIM:173850|HGNC:HGNC:9705|Ensembl:ENSG00000073008|Vega:OTTHUMG00000151527,19,19q13.31,poliovirus receptor,protein-coding,poliovirus receptor|nectin-like protein 5
3600,1,"28550091,",IL15,IL-15,MIM:600554|HGNC:HGNC:5977|Ensembl:ENSG00000164136|Vega:OTTHUMG00000133418,4,4q31.21,interleukin 15,protein-coding,interleukin-15
6528,1,"23678037,",SLC5A5,NIS|TDH1,MIM:601843|HGNC:HGNC:11040|Ensembl:ENSG00000105641|Vega:OTTHUMG00000183447,19,19p13.11,solute carrier family 5 member 5,protein-coding,"sodium/iodide cotransporter|Na(+)/I(-) cotransporter|Na(+)/I(-) symporter|solute carrier family 5 (sodium iodide symporter), member 5|solute carrier family 5 (sodium/iodide cotransporter), member 5"
6586,1,"24158112,",SLIT3,MEGF5|SLIL2|SLIT1|Slit-3|slit2,MIM:603745|HGNC:HGNC:11087|Ensembl:ENSG00000184347|Vega:OTTHUMG00000130409,5,5q34-q35.1,slit guidance ligand 3,protein-coding,slit homolog 3 protein|multiple EGF-like domains protein 5|multiple epidermal growth factor-like domains protein 5|slit homolog 3
3661,1,"17393359,",IRF3,IIAE7,MIM:603734|HGNC:HGNC:6118|Ensembl:ENSG00000126456|Vega:OTTHUMG00000183287,19,19q13.33,interferon regulatory factor 3,protein-coding,interferon regulatory factor 3
5732,1,"20382140,",PTGER2,EP2,MIM:176804|HGNC:HGNC:9594|Ensembl:ENSG00000125384|Vega:OTTHUMG00000140300,14,14q22.1,prostaglandin E receptor 2,protein-coding,"prostaglandin E2 receptor EP2 subtype|PGE receptor EP2 subtype|PGE2 receptor EP2 subtype|prostaglandin E receptor 2 (subtype EP2), 53kD|prostaglandin E receptor 2 (subtype EP2), 53kDa|prostanoid EP2 receptor"
146713,1,"23371454,",RBFOX3,FOX-3|FOX3|HRNBP3|NEUN,MIM:616999|HGNC:HGNC:27097|Ensembl:ENSG00000167281|Vega:OTTHUMG00000150183,17,17q25.3,"RNA binding protein, fox-1 homolog 3",protein-coding,RNA binding protein fox-1 homolog 3|fox-1 homolog C|hexaribonucleotide binding protein 3|neuN antigen|neuronal nuclei antigen
7474,4,"23278988,21205070,26511503,28627699,",WNT5A,hWNT5A,MIM:164975|HGNC:HGNC:12784|Ensembl:ENSG00000114251|Vega:OTTHUMG00000158361,3,3p14.3,Wnt family member 5A,protein-coding,"protein Wnt-5a|WNT-5A protein|wingless-type MMTV integration site family, member 5A"
6760,1,"20660338,",SS18,SSXT|SYT,MIM:600192|HGNC:HGNC:11340|Ensembl:ENSG00000141380|Vega:OTTHUMG00000179425,18,18q11.2,"SS18, nBAF chromatin remodeling complex subunit",protein-coding,"protein SSXT|synovial sarcoma translocated to X chromosome protein|synovial sarcoma translocation, chromosome 18|synovial sarcoma, translocated to X chromosome"
25925,1,"23907569,",ZNF521,EHZF|Evi3,MIM:610974|HGNC:HGNC:24605|Ensembl:ENSG00000198795|Vega:OTTHUMG00000179511,18,18q11.2,zinc finger protein 521,protein-coding,zinc finger protein 521|LYST-interacting protein 3|early hematopoietic zinc finger protein
6608,8,"23334667,23288923,28082415,29789719,23348505,20842126,26345456,25173582,",SMO,CRJS|FZD11|Gx|SMOH,MIM:601500|HGNC:HGNC:11119|Ensembl:ENSG00000128602|Vega:OTTHUMG00000158421,7,7q32.1,"smoothened, frizzled class receptor",protein-coding,"smoothened homolog|frizzled family member 11|protein Gx|seven transmembrane helix receptor|smoothened, frizzled family receptor|smoothened, seven transmembrane spanning receptor"
1192,1,"22578365,",CLIC1,CL1C1|G6|NCC27,MIM:602872|HGNC:HGNC:2062|Ensembl:ENSG00000213719|Vega:OTTHUMG00000031103,6,6p21.33,chloride intracellular channel 1,protein-coding,chloride intracellular channel protein 1|RNCC protein|chloride channel ABP|hRNCC|nuclear chloride ion channel 27|nuclear chloride ion channel protein|p64CLCP|regulatory nuclear chloride ion channel protein
7291,4,"26036627,16229805,23029385,26163539,",TWIST1,ACS3|BPES2|BPES3|CRS|CRS1|CSO|SCS|TWIST|bHLHa38,MIM:601622|HGNC:HGNC:12428|Ensembl:ENSG00000122691|Vega:OTTHUMG00000090821,7,7p21.1,twist family bHLH transcription factor 1,protein-coding,twist-related protein 1|B-HLH DNA binding protein|H-twist|TWIST homolog of drosophila|class A basic helix-loop-helix protein 38|twist basic helix-loop-helix transcription factor 1|twist homolog 1
4233,11,"22750473,22188814,22738909,15516982,27748748,24632607,26823824,22447520,25862637,22672415,18059365,",MET,AUTS9|DFNB97|HGFR|RCCP2|c-Met,MIM:164860|HGNC:HGNC:7029|Ensembl:ENSG00000105976|Vega:OTTHUMG00000023299,7,7q31.2,"MET proto-oncogene, receptor tyrosine kinase",protein-coding,hepatocyte growth factor receptor|HGF receptor|HGF/SF receptor|SF receptor|proto-oncogene c-Met|scatter factor receptor|tyrosine-protein kinase Met
